"airportIATACode";"airportName";"airportICAOCode"
"VAV";"Lupepau'u";"NFTV"
"VAW";"Vardoe";"ENSS"
"VBA";"Ann Airport";"VYAN"
"VBG";"Vandenberg AFB";"KVBG"
"VBP";"Bokpyinn Airport";"VYBP"
"VBS";"Brescia Montichiari";"LIPO"
"VBT";"VIGO BUS STATION";"XXX"
"VBV";"Vanuabalavu";"NFVB"
"VBY";"Visby";"ESSV"
"VCA";"Can Tho";"VVCT"
"VCB";"View Cove";"KVCB"
"VCD";"Victoria River Downs";"YVRD"
"VCE";"MARCO POLO";"LIPZ"
"VCF";"Valcheta";""
"VCH";"Vichadero";"SUVO"
"VCL";"Chulai";"VVCA"
"VCP";"VIRACOPOS";"SBKP"
"VCR";"Carora";"SVCO"
"VCS";"Coong";"VVCS"
"VCT";"County-Foster";"KVCT"
"VCV";"Southern California Logistics";"KVCV"
"VDA";"Ovda";"LLOV"
"VDB";"Valdres Lufthavn Leirin";"ENFG"
"VDC";"PEDRO OTACILIO FIGUEIREDO";"SBQV"
"VDE";"Hierro";"GCHI"
"VDH";"Dong Hoi";""
"VDI";"Vidalia Municipal Airport";""
"VDM";"Viedma";"SAVV"
"VDP";"Valle De Pascua";"SVVP"
"VDR";"Villa Dolores";"SAOD"
"VDS";"Vadso";"ENVD"
"VDY";"Jindal";"VOJV"
"VDZ";"Valdez Municipal";"PAVD"
"VEE";"Venetie";"PAVE"
"VEG";"Maikwak";""
"VEL";"Vernal";"KVEL"
"VER";"HERIBERTO JARA";"MMVR"
"VEV";"Barakoma";"AGBA"
"VEX";"Tioga Municipal Airport";""
"VEY";"Vestmannaeyjar";"BIVM"
"VFA";"VICTORIA FALLS";"FVFA"
"VGA";"Vijayawada";"VOBZ"
"VGD";"Vologda";"ULWW"
"VGO";"VIGO";"LEVX"
"VGS";"General Villegas";""
"VGT";"North Air Terminal";"KVGT"
"VGZ";"Villagarzon";"SKVG"
"VHC";"Saurimo";"FNSA"
"VHM";"Vilhelmina";"ESNV"
"VHN";"Culberson County";"KVHN"
"VHV";"Verkhnevilyuisk Airport";"UENI"
"VHY";"Charmeil";"LFLV"
"VHZ";"Vahitahi";"NTUV"
"VIA";"Vienna";"SSVI"
"VIC";"Trissino";"LIPT"
"VIE";"SCHWECHAT";"LOWW"
"VIG";"El Vigia";"SVVG"
"VIH";"Rolla National";""
"VII";"Vinh City";"VVVH"
"VIJ";"Spanish Town";"TUPW"
"VIL";"DAKHLA AIRPORT";"GMMH"
"VIN";"GRAVRISHEVKA";"UKWW"
"VIQ";"Viqueque";"WPVQ"
"VIR";"Virginia";"FAVG"
"VIS";"Visalia";"KVIS"
"VIT";"Vitoria";"LEVT"
"VIU";"Viru Harbour Airstrip";""
"VIV";"Vivigani";""
"VIX";"VITORIA";"SBVT"
"VIY";"Villa Coublay";"LFPV"
"VJB";"Xai Xai";""
"VJI";"Virginia Highlands";""
"VJQ";"Gurue";""
"VKG";"Rach Gia";"VVRG"
"VKO";"VNUKOVO";"UUWW"
"VKS";"Vicksburg";"KVKS"
"VKT";"Vorkuta";"UUYW"
"VLA";"Vandalia";""
"VLC";"VALENCIA";"LEVC"
"VLD";"Regional";"KVLD"
"VLE";"J t Robidoux";""
"VLG";"Villa Gesell";"SAZV"
"VLI";"Bauerfield";"NVVV"
"VLK";"Volgodonsk";"URRY"
"VLL";"Valladolid";"LEVD"
"VLM";"Villamontes";"SLVM"
"VLN";"Arturo Michelena International Airport";"SVVA"
"VLP";"Vila Rica";"SWVC"
"VLR";"Vallenar";"SCLL"
"VLS";"Valesdir";"NVSV"
"VLU";"Velikiye Luki";"ULOL"
"VLV";"Carvajal";"SVVL"
"VLY";"Valley";"EGOV"
"VME";"Villa Mercedes";"SAOR"
"VMI";"INC";""
"VMU";"Baimuru";""
"VNA";"Saravane";"VLSV"
"VNC";"Venice Municipalcipal";"KVNC"
"VND";"Vangaindrano";""
"VNE";"Meucon";"LFRV"
"VNO";"VILNIUS";"EYVI"
"VNR";"Vanrook";"YVRS"
"VNS";"VARANASI";"VIBN"
"VNT";"Ventspils";"EVVA"
"VNX";"VILANKULOS";"FQVL"
"VNY";"Van Nuys";"KVNY"
"VOD";"Vodochody";"LKVO"
"VOG";"GUMRAK";"URWW"
"VOH";"Vohemar";"FMNV"
"VOI";"Voinjama";"GLVA"
"VOK";"Volk Field";"KVOK"
"VOL";"Nea Anchialos";"LGBL"
"VOT";"Votuporanga";"SDVG"
"VOZ";"Chertovitskoye";"UUOO"
"VPE";"Ondjiva";"FNGI"
"VPG";"Vipingo";""
"VPN";"Vopnafjordur";"BIVO"
"VPS";"FORT WALTON BEACH";"KVPS"
"VPY";"Chimoio";"FQCH"
"VPZ";"Porter County";"KVPZ"
"VQQ";"Cecil Field";"KVQQ"
"VQS";"Vieques";"TJCG"
"VRA";"JUAN GUALBERTO GOMEZ";"MUVR"
"VRB";"Vero Beach Municipal";"KVRB"
"VRC";"Virac";"RPUV"
"VRE";"Vredendal";"FAVR"
"VRI";"Varandey";""
"VRK";"Varkaus";"EFVR"
"VRL";"Vila Real";"LPVR"
"VRN";"VILLAFRANCA";"LIPX"
"VRO";"Kawama";"MUKW"
"VRS";"Versailles";""
"VRU";"Vryburg";"FAVB"
"VRY";"Stolport (Not operational)";"ENVR"
"VSA";"CAP C PEREZ";"MMVA"
"VSE";"Viseu";"LPVZ"
"VSF";"State";""
"VSG";"Lugansk";"UKCW"
"VSK";"Vista Field";""
"VST";"Vasteras/Hasslo";"ESOW"
"VTB";"Vitebsk";"UMII"
"VTE";"WATTAY INTL";"VLVT"
"VTF";"Vatulele";"NFVL"
"VTG";"Vung Tau";"VVVT"
"VTL";"Vittel";"LFSZ"
"VTM";"Nevatim AFB";"LLNV"
"VTN";"Miller Field";"KVTN"
"VTU";"Las Tunas";"MUVT"
"VTZ";"VISHAKHAPATNAM";"VOVZ"
"VUP";"Valledupar";"SKVP"
"VUS";"Velikij Ustyug";"ULWU"
"VUU";"Mvuu Camp";""
"VVB";"Mahanoro";"FMMH"
"VVC";"La Vanguardia";"SKVV"
"VVI";"Viru Viru International";"SLVR"
"VVK";"Vastervik";""
"VVN";"Malvinas";""
"VVO";"VLADIVOSTOK";"UHWW"
"VVZ";"Illizi";"DAAP"
"VXC";"Lichinga";"FQLC"
"VXE";"CESARIA EVORA";"GVSV"
"VXO";"Smaland Airport";"ESMX"
"VYD";"Vryheid";"FAVY"
"VYI";"Vilyuisk Airport";"UENW"
"VYS";"Illinois Valley Regnl";"KVYS"
"WAA";"Wales";"PAIW"
"WAC";"Waca";"HAWC"
"WAD";"Andriamena";""
"WAE";"Wadi Ad Dawasir";"OEWD"
"WAF";"Wana";"OPWN"
"WAG";"Wanganui";"NZWU"
"WAH";"Wahpeton";"KBWP"
"WAI";"Antsohihy";"FMNW"
"WAJ";"Wawoi Falls";""
"WAK";"Ankazoabo";""
"WAL";"Wallops Flight Center";"KWAL"
"WAM";"Ambatondrazaka";"FMMZ"
"WAN";"Waverney";""
"WAO";"Wabo";""
"WAP";"Alto Palena";"SCAP"
"WAQ";"Antsalova";"FMMG"
"WAR";"Waris";"WAJR"
"WAT";"Waterford";"EIWF"
"WAV";"Kalkgurung";"YWAV"
"WAW";"Frederic Chopin";"EPWA"
"WAX";"Zwara";"HLZW"
"WAY";"Greene County";""
"WAZ";"Warwick";"YWCK"
"WBA";"Wahai";""
"WBB";"Stebbins";""
"WBC";"Wapolu";""
"WBD";"Befandriana";""
"WBG";"Schleswig-jagel";"ETNS"
"WBM";"Wapenamanda";"AYWD"
"WBO";"Beroroha";"FMSB"
"WBQ";"Beaver";"PAWB"
"WBR";"Big Rapids";"KRQB"
"WBU";"Boulder Municipal";"KBDU"
"WBW";"Wilkes-Barre/Wyoming Valley";"KWBW"
"WCA";"Gamboa";"SCST"
"WCH";"Chaiten";"SCTN"
"WCR";"Chandalar";"PALR"
"WDA";"Wadi Ain";""
"WDG";"Enid Woodring Mun.";"KWDG"
"WDH";"HOSEA KUTAKO INTL";"FYWH"
"WDI";"Wondai";"YWND"
"WDN";"Waldron Island";""
"WDR";"Winder";"KWDR"
"WDS";"Shiyan Wudangshan Airport";"ZHSY"
"WEA";"Parker County";""
"WED";"Wedau";""
"WEF";"Weifang";"ZSWF"
"WEH";"WEIHAI";"ZSWH"
"WEI";"Weipa";"YBWP"
"WEL";"Welkom";"FAWM"
"WEP";"Weam";""
"WET";"Wagethe";"WABG"
"WEW";"Wee Waa";"YWWA"
"WFI";"Fianarantsoa";"FMSF"
"WFK";"Frenchville";"KFVE"
"WGA";"Forest Hill";"YSWG"
"WGB";"Bahawalnagar";""
"WGC";"Warangal";"VOWA"
"WGE";"Walgett";"YWLG"
"WGN";"Shaoyang Wugang Airport";"ZGSY"
"WGO";"Winchester Regional";""
"WGP";"Waingapu";"WRRW"
"WGT";"Wangaratta";"YWGT"
"WHF";"Wadi Halfa";"HSSW"
"WHK";"Whakatane";"NZWK"
"WHO";"Franz Josef";"NZFJ"
"WHP";"Whiteman";"KWHP"
"WHS";"Whalsay";"EGEH"
"WHT";"Wharton";"K5R5"
"WHU";"Wuhu";"ZSWU"
"WIB";"Wilbarger County";"KF05"
"WIC";"Wick";"EGPC"
"WIE";"Air Base";"ETOU"
"WIK";"Surfdale";"NZKE"
"WIL";"Wilson";"HKNW"
"WIN";"Winton";"YWTN"
"WIO";"Wilcannia";"YWCA"
"WIR";"Wairoa";"NZWO"
"WIT";"Wittenoom";"YWIT"
"WJA";"Woja";""
"WJF";"William J Fox";"KWJF"
"WJR";"Wajir";"HKWJ"
"WJU";"WonJu";"RKNW"
"WKA";"Wanaka";"NZWF"
"WKB";"Warracknabeal";"YWKB"
"WKF";"Waterkloof AFB";"FAWK"
"WKI";"Hwange";"FVWT"
"WKJ";"Hokkaido";"RJCW"
"WKK";"Aleknagik";"5A8"
"WKL";"Waikoloa Heliport";"HI07"
"WKR";"Walker's Cay";"MYAW"
"WLA";"Wallal";"YWAL"
"WLC";"Walcha";"YWCH"
"WLD";"Arkansas City";"KWLD"
"WLG";"WELLINGTON";"NZWN"
"WLH";"Walaha";"NVSW"
"WLK";"Selawik";"PASK"
"WLL";"Wollogorang";""
"WLO";"Waterloo";"YWTL"
"WLS";"Wallis Island";"NLWW"
"WLW";"Glenn County";"KWLW"
"WMA";"Mandritsara";"FMNX"
"WMB";"Warrnambool";"YWBL"
"WMC";"Winnemucca";"KWMC"
"WMD";"Mandabe";"FMSC"
"WME";"Mount Keith";"YMNE"
"WMH";"Mountain Home";"KBPK"
"WMI";"Modlin";"EPMO"
"WML";"Malaimbandy";""
"WMN";"Maroantsetra";"FMNR"
"WMO";"White Mountain";"PAWM"
"WMP";"Mampikony";"FMNP"
"WMR";"Mananara";"FMNC"
"WMT";"Zunyi Maotai Airport";"ZUMT"
"WMX";"Wamena";"WAJW"
"WNA";"Napakiak SPB";"PANA"
"WND";"Windarra";""
"WNH";"Puzhehei";"ZPWS"
"WNN";"Wunnummin Lake";"CKL3"
"WNP";"Naga";"RPUN"
"WNR";"Windorah";"YWDH"
"WNS";"Nawabshah";"OPNH"
"WNU";"Wanuma";""
"WNZ";"WENZHOU";"ZSWZ"
"WOA";"Wonenara";""
"WOE";"WOENSDRECHT";"EHWO"
"WOK";"Wonken";""
"WOL";"Wollongong";"YWOL"
"WON";"Wondoola";""
"WOS";"Wonsan";"ZKWS"
"WOT";"Wonan";"RCWA"
"WOW";"Willow";""
"WPA";"Puerto Aisen";"SCAS"
"WPB";"Port Berge";"FMNG"
"WPC";"Pincher Creek";"CZPC"
"WPK";"Wrotham Park";"YWMP"
"WPM";"Wipim";""
"WPO";"North Fork Valley";""
"WPR";"Porvenir";"SCFM"
"WPU";"Puerto Williams";"SCGZ"
"WRA";"Warder";""
"WRB";"Robins AFB";"KWRB"
"WRE";"WHANGAREI";"NZWR"
"WRG";"Wrangell SPB";"PAWG"
"WRI";"Mc Guire AFB";"KWRI"
"WRL";"Worland Municipalcipal";"KWRL"
"WRO";"STRACHOWICE";"EPWR"
"WRT";"Warton Airport";"EGNO"
"WRW";"Warrawagine";""
"WRY";"Westray";"EGEW"
"WRZ";"Wirawila";"VCCW"
"WSA";"Wasua";""
"WSD";"Condron AAF";"KWSD"
"WSF";"Sarichef";""
"WSG";"County";"KAFJ"
"WSH";"Brookhaven";"KHWV"
"WSM";"Wiseman";""
"WSN";"South Naknek";"PFWS"
"WSO";"Washabo";""
"WSP";"Waspam";"MNWP"
"WSR";"Wasior";"WASW"
"WST";"Westerly State";"KWST"
"WSU";"Wasu";""
"WSY";"Whitsunday Island Airport";"YWHI"
"WSZ";"Westport";"NZWS"
"WTA";"Tambohorano";"FMMU"
"WTB";"Toowoomba Wellcamp Airport";"YBWW"
"WTD";"West End";"MYGW"
"WTE";"Wotje Island";""
"WTK";"Noatak";"PAWN"
"WTL";"Tuntutuliak";""
"WTN";"RAF Station";"EGXW"
"WTO";"Wotho Island";""
"WTP";"Woitape";""
"WTR";"White River";"KE24"
"WTS";"Tsiroanomandidy";"FMMX"
"WTT";"Wantoat";""
"WTZ";"Whitianga";"NZWT"
"WUA";"Wu Hai";"ZBUH"
"WUD";"Wudinna";"YWUD"
"WUG";"Wau";""
"WUH";"WUHAN";"ZHHH"
"WUM";"Wasum";""
"WUN";"Wiluna";"YWLU"
"WUS";"Wuyishan";"ZSWY"
"WUT";"Xinzhou Wutaishan Airport";"ZBXZ"
"WUU";"Wau";"HSWW"
"WUV";"Wuvulu Island";""
"WUX";"Wuxi";"ZSWX"
"WUZ";"Changzhoudao";"ZGWZ"
"WVB";"WALVIS BAY";"FYWB"
"WVI";"Watsonville";"KWVI"
"WVK";"Manakara";"FMSK"
"WVL";"Robert Lafleur";"KWVL"
"WVN";"Wilhelmshaven";"EDWI"
"WWA";"Wasilla";"PAWS"
"WWD";"Cape May County";"KWWD"
"WWI";"Woodie Woodie";"YWWI"
"WWK";"Boram";"AYWK"
"WWR";"West Woodward";"KWWR"
"WWT";"Newtok";"PAEW"
"WWY";"West Wyalong";"YWWL"
"WXN";"Wanxian";"ZUWX"
"WYA";"Whyalla";"YWHA"
"WYE";"Yengema";"GFYE"
"WYN";"Wyndham";"YWYM"
"WYS";"Yellowstone";"KWYS"
"XAB";"Abbeville";"LFOI"
"XAL";"Alamos";""
"XAP";"CHAPECO";"SBCH"
"XAR";"Aribinda";"DFOY"
"XAU";"Saul";"SOOS"
"XBE";"Bearskin Lake";"CNE3"
"XBG";"Bogande";"DFEB"
"XBJ";"Birjand";"OIMB"
"XBN";"Biniguni";""
"XBO";"Boulsa";"DFEA"
"XBR";"Brockville";"CNL3"
"XCH";"Christmas Island";"YPXM"
"XCL";"Cluff Lake";""
"XCM";"Chatham";"CNZ3"
"XCN";"Coron Airport";""
"XCO";"Colac";"YOLA"
"XCR";"CHALON SUR MARNE";"LFOK"
"XCZ";"Charleville-MÃ©ziÃ¨res Airport";"LFQV"
"XDB";"EUROPE RAILWAY STATION";""
"XDE";"Diebougou";"DFOU"
"XDJ";"Djibo";"DFCJ"
"XDS";"RAILWAY STATION";""
"XEN";"Xingcheng";""
"XES";"Lake Geneva Aire Estates Airport";""
"XFN";"XIANGFAN";"ZHXF"
"XFW";"FINKENWERDER";"EDHI"
"XGA";"Gaoua";""
"XGG";"Gorom-Gorom";"DFEG"
"XGN";"Xangongo";"FNXA"
"XGR";"Kangiqsualujjuaq";"CYLU"
"XIC";"Xichang";"ZUXC"
"XIE";"Xienglom";""
"XIG";"Xinguara";""
"XIJ";"Ahmed Al Jaber Air Base";"OKAJ"
"XIL";"XILINHOT";"ZBXH"
"XIN";"Xingning";"ZGXN"
"XIQ";"Ilimanaq Heliport";"BGIL"
"XIY";"XIANYANG";"ZLXY"
"XJD";"Al Udeid AB";"OTBH"
"XJM";"Mangla Airport";"OPMA"
"XKA";"Kantchari";"DFEL"
"XKH";"Xieng Khouang";"VLXK"
"XKS";"Kasabonika";"CYAQ"
"XKY";"Kaya";"DFCA"
"XLB";"Lac Brochet";"CZWH"
"XLS";"St Louis";"GOSS"
"XLU";"Leo";"DFCL"
"XLW";"Lemwerder";""
"XMA";"Maramag";""
"XMC";"Mallacoota";"YMCO"
"XMD";"Madison";"KMDS"
"XME";"Maubeuge-Ã‰lesmes Airport";"LFQJ"
"XMG";"Mahendranagar";"VNMN"
"XMH";"Manihi";"NTGI"
"XMI";"Masasi";"HTMI"
"XML";"Minlaton";"YMIN"
"XMN";"XIAMEN";"ZSAM"
"XMP";"Macmillan Pass";""
"XMS";"Macas";"SEMC"
"XMW";"Montauban Airport";"LFDB"
"XMY";"Yam Island";"YYMI"
"XNA";"NW ARKANSAS";"KXNA"
"XNB";"CHELSEA TWR EY BUS STN";""
"XNN";"XINING";"ZLXN"
"XNT";"Xingtai";"ZBXT"
"XNU";"Nouna";"DFON"
"XOG";"Orange-Caritat (BA 115) Air Base";"LFMO"
"XPA";"Pama";"DFEP"
"XPK";"Pukatawagan";"CZFG"
"XPL";"Coronel Enrique Soto Cano AB";"MHSC"
"XPP";"Poplar River";"CZNG"
"XPR";"Pine Ridge";""
"XQC";"Joint Base Balad";"ORBD"
"XQP";"Quepos";"MRQP"
"XQU";"Qualicum";""
"XRH";"Richmond AFB";"YSRI"
"XRR";"Ross River";"CYDM"
"XRY";"JEREZ";"LEJR"
"XSB";"Sir Bani Yas Airport";"OMBY"
"XSC";"International";"MBSC"
"XSD";"Test Range";"KTNX"
"XSE";"Sebba";"DFES"
"XSH";"SAINT PIERRE DES COR";""
"XSI";"South Indian Lake";"CZSN"
"XSO";"Siocon";""
"XSP";"Seletar";"WSSL"
"XTG";"Thargomindah";"YTGM"
"XTL";"Tadoule Lake";"CYBQ"
"XTO";"Taroom";"YTAM"
"XTR";"Tara";"YTAA"
"XUZ";"Xuzhou";"ZSXZ"
"XVL";"Vinh Long";""
"XVS";"Valenciennes-Denain Airport";"LFAV"
"XWG";"RAILWAY STATION";""
"XWP";"Hassleholm";""
"XXN";"Riyadh Air Base";"OERY"
"XYA";"Yandina";"AGGY"
"XYD";"PART-DIEU RAILWAY STN";""
"XYE";"Ye";"VYYE"
"XYR";"Yellow River";""
"XZA";"Zabre";"DFEZ"
"YAA";"Anahim Lake";"CAJ4"
"YAB";"Arctic Bay";"CJX7"
"YAC";"Cat Lake";"CYAC"
"YAG";"Fort Frances Municipal";"CYAG"
"YAH";"Lagrande 4";"CYAH"
"YAI";"Chillan";"SCCH"
"YAK";"Yakutat";"PAYA"
"YAL";"Alert Bay";"CYAL"
"YAM";"SAULT STE MARIE";"CYAM"
"YAN";"Yangambi";"FZIR"
"YAO";"Yaounde Airport";"FKKY"
"YAP";"Yap International";"PTYA"
"YAR";"Lagrande 3";""
"YAS";"Yasawa Island";"NFSW"
"YAT";"Attawapiskat";"CYAT"
"YAU";"Kattiniq/donaldson";"CYAU"
"YAV";"Miners Bay";"CYAV"
"YAX";"Angling Lake";"CKB6"
"YAY";"St Anthony";"CYAY"
"YAZ";"Tofino Airport";"CYAZ"
"YBA";"Banff";"CYBA"
"YBB";"Kugaaruk";"CYBB"
"YBC";"BAIE COMEAU";"CYBC"
"YBE";"Uranium City";"CYBE"
"YBG";"Bagotville Airport";"CYBG"
"YBI";"Black Tickle";"CCE4"
"YBK";"Baker Lake";"CYBK"
"YBL";"Campbell River";"CYBL"
"YBO";"Bob Quinn Lake";"CBW4"
"YBP";"Yibin";"ZUYB"
"YBR";"Brandon";"CYBR"
"YBS";"Musselwhite";"CKM8"
"YBT";"Brochet";"CYBT"
"YBV";"Berens River";"CYBV"
"YBW";"Springbank";"CYBW"
"YBX";"Blanc Sablon";"CYBX"
"YBY";"Bonnyville";"CYBF"
"YCA";"Courtenay";"CAH3"
"YCB";"Cambridge Bay";"CYCB"
"YCC";"Regional";"CYCC"
"YCD";"NANAIMO AIRPORT";"CYCD"
"YCE";"Centralia";"CYCE"
"YCG";"CASTLEGAR";"CYCG"
"YCH";"Miramichi";"CYCH"
"YCK";"Colville Lake Airport";"CEB3"
"YCL";"Charlo";"CYCL"
"YCM";"St Catharines";"CYSN"
"YCN";"Cochrane";"CYCN"
"YCO";"Kugluktuk";"CYCO"
"YCQ";"Chetwynd";"CYCQ"
"YCR";"Cross Lake";"CYCR"
"YCS";"Chesterfield Inlet";"CYCS"
"YCT";"Coronation";"CYCT"
"YCU";"Yun Cheng";"ZBYC"
"YCW";"Chilliwack Municipalcipal Airport";"CYCW"
"YCY";"Clyde River";"CYCY"
"YCZ";"Fairmont Hot Springs";""
"YDA";"Dawson City";"CYDA"
"YDB";"Burwash Landings";"CYDB"
"YDC";"Industrial Airport";""
"YDF";"DEER LAKE";"CYDF"
"YDG";"Digby";"CYID"
"YDJ";"Hatchet Lake";""
"YDL";"Dease Lake";"CYDL"
"YDN";"Dauphin";"CYDN"
"YDO";"St Methode";"CYDO"
"YDP";"Nain";"CYDP"
"YDQ";"Dawson Creek";"CYDQ"
"YDT";"Boundary Bay";"CZBB"
"YDU";"Kasba Lake";""
"YDV";"Bloodvein";""
"YDW";"Obre Lake";""
"YEB";"Bar River";""
"YEC";"Yecheon";"RKTY"
"YEG";"EDMONTON AIRPORT";"CYEG"
"YEI";"Yenisehir";"LTBR"
"YEK";"Arviat";"CYEK"
"YEL";"Elliot Lake";"CYEL"
"YEM";"East Manitoulin";"CYEM"
"YEN";"Estevan";"CYEN"
"YEO";"Yeovilton";"EGDY"
"YEQ";"Yenkis";""
"YER";"Fort Severn";"CYER"
"YES";"Yasouj";"OISY"
"YET";"Edson";"CYET"
"YEU";"Eureka";"CYEU"
"YEV";"Inuvik/mike Zubko";"CYEV"
"YEY";"Amos";"CYEY"
"YFA";"Fort Albany";"CYFA"
"YFB";"Iqaluit";"CYFB"
"YFC";"FREDERICTON INTL APT";"CYFC"
"YFE";"Forestville";"CYFE"
"YFG";"Fontanges";""
"YFH";"Fort Hope";"CYFH"
"YFJ";"Snare Lake";"CFJ2"
"YFO";"Flin Flon";"CYFO"
"YFR";"Fort Resolution";"CYFR"
"YFS";"Fort Simpson";"CYFS"
"YFT";"Taipa Ferry Port";"YFTZ"
"YFX";"Fox Harbour (St Lewis)";"CCK4"
"YGB";"Gillies Bay";"CYGB"
"YGC";"Grande Cache";""
"YGG";"Ganges Seaplane Base";"CAX6"
"YGH";"Fort Good Hope";"CYGH"
"YGJ";"Miho";"RJOH"
"YGK";"KINGSTON";"CYGK"
"YGL";"La Grande";"CYGL"
"YGM";"Gimli";"CYGM"
"YGO";"Gods Narrows";"CYGO"
"YGP";"Michel Pouliot";"CYGP"
"YGQ";"Geraldton";"CYGQ"
"YGR";"Iles De La Madeleine";"CYGR"
"YGT";"Igloolik";"CYGT"
"YGV";"Havre St Pierre";"CYGV"
"YGW";"Kuujjuarapik";"CYGW"
"YGX";"Gillam";"CYGX"
"YGZ";"Grise Fiord";"CYGZ"
"YHA";"Port Hope Simpson";"CYHA"
"YHB";"Hudson Bay";"CYHB"
"YHD";"Dryden Municipal";"CYHD"
"YHE";"Hope";"CYHE"
"YHF";"Hearst";"CYHF"
"YHG";"Charlottetown";"CCH4"
"YHI";"Holman";"CYHI"
"YHK";"Gjoa Haven";"CYHK"
"YHM";"John C. Munroe";"CYHM"
"YHN";"Hornepayne";"CYHN"
"YHO";"Hopedale";"CYHO"
"YHP";"Poplar Hill";"CPV7"
"YHR";"Chevery";"CYHR"
"YHS";"Sechelt";"CAP3"
"YHT";"Haines Junction";"CYHT"
"YHU";"St Hubert";"CYHU"
"YHY";"Hay River";"CYHY"
"YHZ";"HALIFAX";"CYHZ"
"YIB";"Atikokan";"CYIB"
"YIC";"Yichun Mingyueshan Airport";"ZSYC"
"YIE";"Yiershi";"ZBES"
"YIF";"Pakuashipi";"CYIF"
"YIH";"YICHANG";"ZHYC"
"YIK";"Ivujivik";"CYIK"
"YIN";"Yining";"ZWYN"
"YIO";"Pond Inlet";"CYIO"
"YIP";"Willow Run";"KYIP"
"YIV";"Island Lk/Garden Hill";"CYIV"
"YIW";"YIWU";"ZSYW"
"YJF";"Fort Liard";"CYJF"
"YJN";"St Jean";"CYJN"
"YJP";"Jasper-hinton";"CEC4"
"YJT";"Stephenville";"CYJT"
"YKA";"KAMLOOPS";"CYKA"
"YKC";"Collins Bay";"CYKC"
"YKD";"Township Airport";""
"YKE";"Knee Lake";""
"YKF";"Kitchener-Waterloo Regional";"CYKF"
"YKG";"Kangirsuk";"CYAS"
"YKH";"Yingkou Lanqi Airport";"ZYYK"
"YKJ";"Key Lake";"CYKJ"
"YKL";"Schefferville";"CYKL"
"YKM";"Yakima Air Terminal";"KYKM"
"YKN";"Chan Gurney";"KYKN"
"YKO";"Hakkari YÃ¼ksekova Airport";"LTCW"
"YKQ";"Waskaganish";"CYKQ"
"YKS";"YAKUTSK";"UEEE"
"YKU";"Chisasibi";"CSU2"
"YKX";"Kirkland Lake";"CYKX"
"YKY";"Kindersley";"CYKY"
"YKZ";"Buttonville Municipalcipal";"CYKZ"
"YLB";"Lac Biche";"CYLB"
"YLC";"Kimmirut";"CYLC"
"YLD";"Chapleau";"CYLD"
"YLE";"Wha Ti";"CEM3"
"YLG";"Yalgoo";"YYAL"
"YLH";"Lansdowne House";"CYLH"
"YLI";"Ylivieska";"EFYL"
"YLJ";"Meadow Lake";"CYLJ"
"YLK";"Lake Simcoe Regional";"CYLS"
"YLL";"Lloydminster";"CYLL"
"YLP";"Mingan";""
"YLQ";"La Tuque";"CYLQ"
"YLR";"Leaf Rapids";"CYLR"
"YLS";"Lebel-Sur-Quevillon";""
"YLT";"Alert";"CYLT"
"YLW";"KELOWNA";"CYLW"
"YLY";"Langley Regional";"CYNJ"
"YMA";"Mayo";"CYMA"
"YMB";"Merritt";""
"YME";"Matane";"CYME"
"YMG";"Manitouwadge";"CYMG"
"YMH";"Mary's Harbour";"CYMH"
"YMJ";"Moose Jaw / Air Vice Marshal C. M. Mcewen Airport";"CYMJ"
"YMK";"Mys-Kamenny";"USDK"
"YML";"Charlevoix";"CYML"
"YMM";"FORT MCMURRAY";"CYMM"
"YMN";"Makkovik";"CYFT"
"YMO";"Moosonee";"CYMO"
"YMP";"Port McNeil";"CAT5"
"YMS";"Yurimaguas";"SPMS"
"YMT";"Chibougamau";"CYMT"
"YMU";"Mansons Landing SPB";"CYMU"
"YMV";"Mary River";""
"YMW";"Maniwaki";"CYMW"
"YMX";"Mirabel";"CYMX"
"YNA";"Natashquan";"CYNA"
"YNB";"YANBU AL BAHR";"OEYN"
"YNC";"Wemindji";"CYNC"
"YND";"Executive Gatineau-Ottawa";"CYND"
"YNE";"Norway House";"CYNE"
"YNG";"Youngstown";"KYNG"
"YNH";"Hudson Hope";"CYNH"
"YNJ";"Yanji";"ZYYJ"
"YNL";"Points North Landing";"CYNL"
"YNM";"Matagami";"CYNM"
"YNO";"North Spirit Lake";"CKQ3"
"YNP";"Natuashish";"CNH2"
"YNS";"Nemiscau";"CYHH"
"YNT";"LAISHAN";"ZSYT"
"YNX";"Snap Lake";""
"YNY";"Yangyang";"RKNY"
"YNZ";"Yancheng";"ZSYN"
"YOA";"Ekati";"CYOA"
"YOC";"Old Crow";"CYOC"
"YOD";"Cold Lake";"CEN5"
"YOE";"Falher";""
"YOG";"Ogoki";"CNT3"
"YOH";"Oxford House";"CYOH"
"YOI";"Opinaca";""
"YOJ";"Footner Lake";"CYOJ"
"YOL";"Yola";"DNYO"
"YOO";"Oshawa";"CYOO"
"YOP";"Rainbow Lake";"CYOP"
"YOS";"Billy Bishop Regional";"CYOS"
"YOT";"Yotvata";"LLYT"
"YOW";"MCDONALD CARTIER INTL";"CYOW"
"YPA";"Glass Field";"CYPA"
"YPC";"Paulatuk";"CYPC"
"YPD";"Parry Sound";"CNK4"
"YPE";"Peace River";"CYPE"
